Bezirksregierung,Kreis,Schulform,Schulnummer,Schulname,Sozialindex
BR Detmold,Kreis Gütersloh,Grundschule,125374,"Versmold, GG Sonnenschule",7
BR Detmold,Kreis Gütersloh,Grundschule,125398,"Werther, GG (Verb.) Werther-Langenheide",3
BR Detmold,Kreis Gütersloh,Grundschule,127942,"Gütersloh, GG Paul-Gerhardt-Schule",5
BR Detmold,Kreis Gütersloh,Grundschule,127954,"Gütersloh, KG Kapellenschule",1
BR Detmold,Kreis Gütersloh,Grundschule,127966,"Gütersloh, GG Edith-Stein-Schule",5
BR Detmold,Kreis Gütersloh,Grundschule,127978,"Gütersloh, KG Josefschule",3
BR Detmold,Kreis Gütersloh,Grundschule,127980,"Gütersloh, GG Isselhorst",2
BR Detmold,Kreis Gütersloh,Grundschule,128004,"Gütersloh, KG Overbergschule",4
BR Detmold,Kreis Gütersloh,Grundschule,128016,"Gütersloh, GG Pavenstädt-Schule",4
BR Detmold,Kreis Gütersloh,Grundschule,128030,"Gütersloh, GG Neißeweg",6
BR Detmold,Kreis Gütersloh,Grundschule,128053,"Gütersloh, GG Blücher",5
BR Detmold,Kreis Gütersloh,Grundschule,128065,"Gütersloh, GG Große Heide",2
BR Detmold,Kreis Gütersloh,Grundschule,128089,"Gütersloh, GG Avenwedde-Bahnhof",3
BR Detmold,Kreis Gütersloh,Grundschule,128090,"Gütersloh, GG Kattenstroth",5
BR Detmold,Kreis Gütersloh,Grundschule,128119,"Gütersloh, GG Sundern",7
BR Detmold,Kreis Gütersloh,Grundschule,128120,"Gütersloh, GG Altstadtschule",9
BR Detmold,Kreis Gütersloh,Grundschule,128132,"Gütersloh, GG Blankenhagen",9
BR Detmold,Kreis Gütersloh,Grundschule,128144,"Herzebrock-Clarholz, KG Wilbrandschule",3
BR Detmold,Kreis Gütersloh,Grundschule,128156,"Herzebrock-Clarholz, GG Bolandschule",5
BR Detmold,Kreis Gütersloh,Grundschule,128168,"Herzebrock-Clarholz, KG Josefschule",2
BR Detmold,Kreis Gütersloh,Grundschule,128193,"Langenberg, GG (Verb.)Brinkmann-Schmedd.",3
BR Detmold,Kreis Gütersloh,Grundschule,128200,"Rheda-Wiedenbrück,KG(Verb.)Eichend.Postd",3
BR Detmold,Kreis Gütersloh,Grundschule,128259,"Rheda-Wiedenbrück, GG Park",4
BR Detmold,Kreis Gütersloh,Grundschule,128260,"Rheda-Wiedenbrück, KG Johannisschule",6
BR Detmold,Kreis Gütersloh,Grundschule,128284,"Rheda-Wiedenbrück,GG(Verb.)Andreas-Wenne",6
BR Detmold,Kreis Gütersloh,Grundschule,128296,"Rheda-Wiedenbrück, GG Brüder-Grimm",5
BR Detmold,Kreis Gütersloh,Grundschule,128302,"Rheda-Wiedenbrück, KG Pius-Bonifatius",3
BR Detmold,Kreis Gütersloh,Grundschule,128338,"Rietberg, KG Rudolf-Bracht",2
BR Detmold,Kreis Gütersloh,Grundschule,128375,"Rietberg,KG (Verb.) Sieben-Meilen-Schule",1
BR Detmold,Kreis Gütersloh,Grundschule,128387,"Rietberg,KG(Verb.) an den Kastanien",3
BR Detmold,Kreis Gütersloh,Grundschule,128417,"Verl, GG (Verb.) Kaunitz-Bornholte",1
BR Detmold,Kreis Gütersloh,Grundschule,128429,"Verl, GG Am Bühlbusch",4
BR Detmold,Kreis Gütersloh,Grundschule,128442,"Verl, GG St. Georg-Schule",3
BR Detmold,Kreis Gütersloh,Grundschule,128454,"Verl, KG Marienschule",2
BR Detmold,Kreis Gütersloh,Grundschule,185541,"Halle, GG Lindenschule",3
BR Detmold,Kreis Gütersloh,Grundschule,189637,"Gütersloh, GG Nordhorn",4
BR Detmold,Kreis Gütersloh,Grundschule,192650,"Harsewinkel, GG Löwenzahnschule",3
BR Detmold,Kreis Gütersloh,Grundschule,192715,"Gütersloh, GG Heidewald",3
BR Detmold,Kreis Gütersloh,Grundschule,193197,"Steinhagen, GG Laukshof",4
BR Detmold,Kreis Gütersloh,Grundschule,193422,"Schloß Holte-Stukenbrock, GG Pollhans",4
BR Detmold,Kreis Gütersloh,Grundschule,193720,"Schloß Holte-Stukenbrock,GG Verb.Graut/E",1
BR Detmold,Kreis Gütersloh,Grundschule,195686,"Rietberg, GG Emsschule",3
BR Detmold,Kreis Gütersloh,Realschule,162164,"Steinhagen, RS Laukshof",3
BR Detmold,Kreis Gütersloh,Realschule,162577,"Gütersloh, RS Elly-Heuss-Knapp",5
BR Detmold,Kreis Gütersloh,Realschule,162589,"Gütersloh, RS Geschwister-Scholl",5
BR Detmold,Kreis Gütersloh,Realschule,162607,"Rheda-Wiedenbrück, RS Osterrath",2
BR Detmold,Kreis Gütersloh,Sekundarschule,100111,"Langenberg, SK Konrad-Zuse",2
BR Detmold,Kreis Gütersloh,Gesamtschule,100044,"Gütersloh, GE 3. Gesamtschule",3
BR Detmold,Kreis Gütersloh,Gesamtschule,188839,"Gütersloh, GE Anne-Frank-Schule",6
BR Detmold,Kreis Gütersloh,Gesamtschule,192739,"Borgholzhausen, GE Peter-A.-Böckstiegel",2
BR Detmold,Kreis Gütersloh,Gesamtschule,193630,"Gütersloh, GE Janusz-Korczak",3
BR Detmold,Kreis Gütersloh,Gesamtschule,196824,"Harsewinkel, GE Tecklenburger Weg",3
BR Detmold,Kreis Gütersloh,Gesamtschule,196885,"Herzebrock-Clarholz, GE Von-Zumbusch",3
BR Detmold,Kreis Gütersloh,Gesamtschule,197622,"Rheda-Wiedenbrück, GE Moritz-Fontaine",5
BR Detmold,Kreis Gütersloh,Gesamtschule,197634,"Rietberg, GE Richard-von-Weizsäcker",3
BR Detmold,Kreis Gütersloh,Gesamtschule,197658,"Verl, GE St.-Anna-Straße",2
BR Detmold,Kreis Gütersloh,Gesamtschule,198699,"Schloß Holte-Stukenbrock, GE Jahnstraße",2
BR Detmold,Kreis Gütersloh,Gesamtschule,198973,"Halle, GE Wasserwerkstraße",3
BR Detmold,Kreis Gütersloh,Gymnasium,168713,"Halle, Gym Kreis",2
BR Detmold,Kreis Gütersloh,Gymnasium,169109,"Gütersloh, Gym Schulstr.",3
BR Detmold,Kreis Gütersloh,Gymnasium,169110,"Rheda-Wiedenbrück, Gym Rats",2
BR Detmold,Kreis Gütersloh,Gymnasium,169122,"Rheda-Wiedenbrück, Gym Einstein",3
BR Detmold,Kreis Gütersloh,Gymnasium,169134,"Rietberg, Gym Nepomucenum",1
BR Detmold,Kreis Gütersloh,Gymnasium,186004,"Verl, Gym St.-Anna-Straße",1
BR Detmold,Kreis Gütersloh,Gymnasium,191589,"Harsewinkel, Gym Dechant-Budde-Weg",2
BR Detmold,Kreis Gütersloh,Gymnasium,194219,"Steinhagen, Gym Am Cronsbach",1
BR Detmold,Kreis Gütersloh,Gymnasium,194256,"Schloß Holte-Stukenbrock, Gym Holter Str",1
BR Detmold,Kreis Herford,Grundschule,125404,"Bünde, EG Holsen-Ahle",2
BR Detmold,Kreis Herford,Grundschule,125416,"Bünde, GG Bustedt",2
BR Detmold,Kreis Herford,Grundschule,125428,"Bünde, GG Ennigloh",4
BR Detmold,Kreis Herford,Grundschule,125430,"Bünde, GG Bünde-Mitte",6
BR Detmold,Kreis Herford,Grundschule,125465,"Bünde, GG Hunnebrock",4
BR Detmold,Kreis Herford,Grundschule,125477,"Bünde, GG Spradow",3
BR Detmold,Kreis Herford,Grundschule,125489,"Bünde, GG Südlengerheide",4
BR Detmold,Kreis Herford,Grundschule,125490,"Bünde, EG Dünne",3
BR Detmold,Kreis Herford,Grundschule,125507,"Enger, GG Westerenger",3
BR Detmold,Kreis Herford,Grundschule,125519,"Enger, GG Oldinghausen/Pödinghausen",1
BR Detmold,Kreis Herford,Grundschule,125520,"Enger, GG Poststr.",4
BR Detmold,Kreis Herford,Grundschule,125532,"Enger, GG Belke-Steinbeck",2
BR Detmold,Kreis Herford,Grundschule,125544,"Herford, KG Wilhelm-Oberhaus-Schule",3
BR Detmold,Kreis Herford,Grundschule,125556,"Herford, GG Herringhausen",1
BR Detmold,Kreis Herford,Grundschule,125568,"Herford, GG Eickum",1
BR Detmold,Kreis Herford,Grundschule,125570,"Herford, GG Mindener Str.",3
BR Detmold,Kreis Herford,Grundschule,125581,"Herford, GG Falkstr.",6
BR Detmold,Kreis Herford,Grundschule,125593,"Herford, GG Altensenne",3
BR Detmold,Kreis Herford,Grundschule,125600,"Herford, GG Radewig",7
BR Detmold,Kreis Herford,Grundschule,125611,"Herford, GG Stiftberg",5
BR Detmold,Kreis Herford,Grundschule,125623,"Herford, GG Landsberger Straße",8
BR Detmold,Kreis Herford,Grundschule,125635,"Herford, GG Elverdissen",2
BR Detmold,Kreis Herford,Grundschule,125647,"Hiddenhausen, EG Sundern",2
BR Detmold,Kreis Herford,Grundschule,125659,"Hiddenhausen, GG (Verb.) Regenbogen",3
BR Detmold,Kreis Herford,Grundschule,125702,"Hiddenhausen,GG(Verb.)Paul-Maar-Grundsch",3
BR Detmold,Kreis Herford,Grundschule,125714,"Kirchlengern, GG Stift Quernheim",1
BR Detmold,Kreis Herford,Grundschule,125726,"Kirchlengern, GG (Verb.) Elseaue",2
BR Detmold,Kreis Herford,Grundschule,125751,"Löhne, EG Löhne-Bahnhof",6
BR Detmold,Kreis Herford,Grundschule,125763,"Löhne, EG Löhne-Ort",3
BR Detmold,Kreis Herford,Grundschule,125775,"Löhne, EG Gohfeld",4
BR Detmold,Kreis Herford,Grundschule,125787,"Löhne, GG Melbergen-Wittel",5
BR Detmold,Kreis Herford,Grundschule,125799,"Löhne, EG Ostscheid",2
BR Detmold,Kreis Herford,Grundschule,125817,"Löhne, EG (Verb.) Menninghüffen-Halstern",3
BR Detmold,Kreis Herford,Grundschule,125829,"Löhne, EG Obernbeck",3
BR Detmold,Kreis Herford,Grundschule,125842,"Rödinghausen,GG Am Wiehen",1
BR Detmold,Kreis Herford,Grundschule,125878,"Rödinghausen, EG Bruchmühlen-Ostkilver",1
BR Detmold,Kreis Herford,Grundschule,125880,"Spenge, GG Spenge/ Hücker-Aschen",4
BR Detmold,Kreis Herford,Grundschule,125891,"Spenge, GG (Verb.) Spenge-Land",2
BR Detmold,Kreis Herford,Grundschule,125910,"Vlotho, GG Herforder Str.",4
BR Detmold,Kreis Herford,Grundschule,125921,"Vlotho, GG Hans-Schwarze",2
BR Detmold,Kreis Herford,Grundschule,127139,"Vlotho, GG (Verb.) Uffeln-Exter",1
BR Detmold,Kreis Herford,Grundschule,186120,"Herford, GG Obering",7
BR Detmold,Kreis Herford,Realschule,162188,"Bünde, RS Nord",2
BR Detmold,Kreis Herford,Realschule,162190,"Herford, RS Geschwister-Scholl-Schule",3
BR Detmold,Kreis Herford,Realschule,162206,"Herford, RS Otto-Hahn-Schule",6
BR Detmold,Kreis Herford,Realschule,162218,"Herford, RS Ernst-Barlach-Realschule",5
BR Detmold,Kreis Herford,Realschule,162220,"Löhne, RS Herforder Straße",2
BR Detmold,Kreis Herford,Realschule,162231,"Löhne, RS Goethe",3
BR Detmold,Kreis Herford,Realschule,185711,"Bünde, RS Mitte",3
BR Detmold,Kreis Herford,Realschule,192661,"Enger, RS Ringstr.",1
BR Detmold,Kreis Herford,Sekundarschule,196848,"Vlotho, SK Weser-Sekundarschule",3
BR Detmold,Kreis Herford,Gesamtschule,189315,"Hiddenhausen, GE Olof-Palme",2
BR Detmold,Kreis Herford,Gesamtschule,189509,"Herford, GE Salzufler Str.",7
BR Detmold,Kreis Herford,Gesamtschule,190263,"Bünde, GE Erich Kästner-Gesamtschule",3
BR Detmold,Kreis Herford,Gesamtschule,190287,"Löhne, GE Bertolt-Brecht",4
BR Detmold,Kreis Herford,Gesamtschule,190330,"Spenge, GE Regenbogen",3
BR Detmold,Kreis Herford,Gesamtschule,190378,"Rödinghausen, GE An der Stertwelle",2
BR Detmold,Kreis Herford,Gymnasium,168749,"Bünde, Gym am Markt",2
BR Detmold,Kreis Herford,Gymnasium,168750,"Bünde, Gym Freiherr-vom-Stein",1
BR Detmold,Kreis Herford,Gymnasium,168762,"Enger, Gym Widukind",1
BR Detmold,Kreis Herford,Gymnasium,168774,"Herford, Gym Ravensberger",2
BR Detmold,Kreis Herford,Gymnasium,168786,"Herford, Gym Königin-Mathilde",2
BR Detmold,Kreis Herford,Gymnasium,168798,"Herford, Gym Friedrichs",2
BR Detmold,Kreis Herford,Gymnasium,168804,"Löhne, Gym Albert-Schweitzer-Str.",2
BR Detmold,Kreis Herford,Gymnasium,168816,"Vlotho, Gym Weser",1
BR Detmold,Kreis Höxter,Grundschule,100026,"Bad Driburg, GG Schule unter der Iburg",2
BR Detmold,Kreis Höxter,Grundschule,125969,"Beverungen, GG (Verb.)d.Stadt Beverungen",3
BR Detmold,Kreis Höxter,Grundschule,126123,"Höxter, KG Lüchtringen",2
BR Detmold,Kreis Höxter,Grundschule,126135,"Höxter, KG Albaxen",1
BR Detmold,Kreis Höxter,Grundschule,126159,"Höxter, GG Ottbergen",2
BR Detmold,Kreis Höxter,Grundschule,126184,"Höxter, KG Petrischule",2
BR Detmold,Kreis Höxter,Grundschule,126196,"Höxter, GG Schule am Nicolaitor",4
BR Detmold,Kreis Höxter,Grundschule,126240,"Marienmünster, KG Schulstraße",2
BR Detmold,Kreis Höxter,Grundschule,126251,"Nieheim, KG Zur Warte",2
BR Detmold,Kreis Höxter,Grundschule,126317,"Steinheim, GG an den Linden",1
BR Detmold,Kreis Höxter,Grundschule,127735,"Warburg, GG Johannes-Daniel-Falk-Schule",6
BR Detmold,Kreis Höxter,Grundschule,127747,"Warburg, KG (Verb.) Graf-Dodiko-Schule",2
BR Detmold,Kreis Höxter,Grundschule,127759,"Borgentreich, KG Platz der Stadt Rue",1
BR Detmold,Kreis Höxter,Grundschule,127814,"Bad Driburg, GG Dringenberg",1
BR Detmold,Kreis Höxter,Grundschule,127840,"Willebadessen, KG Schule an d. 7 Quellen",3
BR Detmold,Kreis Höxter,Grundschule,127851,"Willebadessen, KG Sankt-Nikolaus",2
BR Detmold,Kreis Höxter,Grundschule,127929,"Warburg, KG Scherfede-Rimbeck",1
BR Detmold,Kreis Höxter,Grundschule,196034,"Steinheim, GG Hospitalstraße",3
BR Detmold,Kreis Höxter,Grundschule,199989,"Brakel, GG Brakel",2
BR Detmold,Kreis Höxter,Realschule,162292,"Höxter, RS Hoffmann-von-Fallersleben",2
BR Detmold,Kreis Höxter,Realschule,162309,"Nieheim, RS Peter-Hille-Schule",1
BR Detmold,Kreis Höxter,Realschule,162310,"Steinheim, RS Jahnstraße",2
BR Detmold,Kreis Höxter,Sekundarschule,197609,"Warburg, SK Stiepenweg",2
BR Detmold,Kreis Höxter,Sekundarschule,198547,"Beverungen, SK im Dreiländereck",3
BR Detmold,Kreis Höxter,Sekundarschule,198651,"Höxter, SK Im Flor",4
BR Detmold,Kreis Höxter,Sekundarschule,199862,"Willebadessen, SK Eggeschule",1
BR Detmold,Kreis Höxter,Gesamtschule,197695,"Bad Driburg, GE Geschwister-Scholl-Str.",4
BR Detmold,Kreis Höxter,Gesamtschule,197890,"Brakel, GE Am Bahndamm",2
BR Detmold,Kreis Höxter,Gymnasium,168865,"Höxter, Gym König-Wilhelm",2
BR Detmold,Kreis Höxter,Gymnasium,169067,"Warburg, Gym Marianum",1
BR Detmold,Kreis Höxter,Gymnasium,169079,"Warburg, Gym Hüffert",1
BR Detmold,Kreis Höxter,Gymnasium,183714,"Steinheim, Gym Stettiner Str.",1
BR Detmold,Kreis Höxter,Gymnasium,184652,"Beverungen, Gym Birkenstraße",2
BR Detmold,Kreis Lippe,Grundschule,124862,"Augustdorf, GG in der Senne",5
BR Detmold,Kreis Lippe,Grundschule,124874,"Blomberg, GG Reelkirchen",1
BR Detmold,Kreis Lippe,Grundschule,124898,"Blomberg, GG am Weinberg",4
BR Detmold,Kreis Lippe,Grundschule,124904,"Blomberg, GG Großenmarpe",1
BR Detmold,Kreis Lippe,Grundschule,124941,"Detmold, GG (Verb.) Oetternbachschule",3
BR Detmold,Kreis Lippe,Grundschule,124953,"Detmold, GG Schule am Leistruper Wald",2
BR Detmold,Kreis Lippe,Grundschule,124965,"Detmold, GG Kusselberg-Schule",1
BR Detmold,Kreis Lippe,Grundschule,124977,"Detmold, GG Heidenoldendorf",5
BR Detmold,Kreis Lippe,Grundschule,124989,"Detmold, GG Hasselbachschule",3
BR Detmold,Kreis Lippe,Grundschule,124990,"Detmold, GG (Verb.) Freiligrathschule",4
BR Detmold,Kreis Lippe,Grundschule,125003,"Detmold, GG Hiddesen",3
BR Detmold,Kreis Lippe,Grundschule,125015,"Detmold, GG Bachschule",6
BR Detmold,Kreis Lippe,Grundschule,125027,"Detmold, GG Heiligenkirchen",2
BR Detmold,Kreis Lippe,Grundschule,125039,"Detmold, GG (Verb.) Bildungshaus Weerth",6
BR Detmold,Kreis Lippe,Grundschule,125052,"Lage, GG Sedanplatz",7
BR Detmold,Kreis Lippe,Grundschule,125064,"Lage, GG (Verb.) Bunte Schule",2
BR Detmold,Kreis Lippe,Grundschule,125088,"Lage, GG Waddenhausen",3
BR Detmold,Kreis Lippe,Grundschule,125090,"Lage, GG Heiden",2
BR Detmold,Kreis Lippe,Grundschule,125106,"Lage, GG Ehrentrup",6
BR Detmold,Kreis Lippe,Grundschule,125118,"Lage, GG Kachtenhausen",3
BR Detmold,Kreis Lippe,Grundschule,125120,"Lügde, GG Marienschule",3
BR Detmold,Kreis Lippe,Grundschule,125155,"Lügde, GG Rischenau",2
BR Detmold,Kreis Lippe,Grundschule,125167,"Horn-Bad Meinberg, GG Horn",6
BR Detmold,Kreis Lippe,Grundschule,125180,"Horn-Bad Meinberg, GG am Silvaticum",3
BR Detmold,Kreis Lippe,Grundschule,125210,"Schieder-Schwalenberg,GG Alexander-Zeiss",2
BR Detmold,Kreis Lippe,Grundschule,125222,"Schieder-Schwalenberg, GG am Schloßpark",2
BR Detmold,Kreis Lippe,Grundschule,125234,"Schlangen, GG Rosenstr.",3
BR Detmold,Kreis Lippe,Grundschule,125246,"Schlangen, GG Sennerand",1
BR Detmold,Kreis Lippe,Grundschule,126330,"Barntrup, GG (Verb.) von Haxthausen",3
BR Detmold,Kreis Lippe,Grundschule,126380,"Lemgo, GG Kirchheide",1
BR Detmold,Kreis Lippe,Grundschule,126408,"Lemgo, GG Lemgo-West",2
BR Detmold,Kreis Lippe,Grundschule,126410,"Lemgo, GG Südschule",5
BR Detmold,Kreis Lippe,Grundschule,126421,"Lemgo, GG Kampstr.",4
BR Detmold,Kreis Lippe,Grundschule,126433,"Lemgo, GG Am Schloss",4
BR Detmold,Kreis Lippe,Grundschule,126445,"Oerlinghausen,GG(Verb.) Oerlinghausen",5
BR Detmold,Kreis Lippe,Grundschule,126457,"Oerlinghausen, GG Helpup",2
BR Detmold,Kreis Lippe,Grundschule,126469,"Bad Salzuflen, GG Knetterheide",4
BR Detmold,Kreis Lippe,Grundschule,126470,"Bad Salzuflen, GG Lockhausen",3
BR Detmold,Kreis Lippe,Grundschule,126494,"Bad Salzuflen, GG Wüsten",4
BR Detmold,Kreis Lippe,Grundschule,126500,"Bad Salzuflen, GG Ahornstr.",9
BR Detmold,Kreis Lippe,Grundschule,126512,"Bad Salzuflen, GG Elkenbreder Weg",4
BR Detmold,Kreis Lippe,Grundschule,126524,"Bad Salzuflen, GG Schötmar-Wasserfuhr",5
BR Detmold,Kreis Lippe,Grundschule,126536,"Bad Salzuflen, GG (Verb.) Schötmar-Holz",7
BR Detmold,Kreis Lippe,Grundschule,126561,"Extertal, GG Silixen",2
BR Detmold,Kreis Lippe,Grundschule,126573,"Extertal, GG Bösingfeld",3
BR Detmold,Kreis Lippe,Grundschule,126597,"Dörentrup, GG (Verb.) Dörentrup",2
BR Detmold,Kreis Lippe,Grundschule,126615,"Kalletal, GG Hohenhausen",3
BR Detmold,Kreis Lippe,Grundschule,126627,"Kalletal, GG Am Teimer",2
BR Detmold,Kreis Lippe,Grundschule,126639,"Kalletal, GG Am Habichtsberg",3
BR Detmold,Kreis Lippe,Grundschule,126640,"Leopoldshöhe, GG Nord",2
BR Detmold,Kreis Lippe,Grundschule,126652,"Leopoldshöhe, GG Asemissen",3
BR Detmold,Kreis Lippe,Grundschule,191802,"Augustdorf, GG auf der Insel",2
BR Detmold,Kreis Lippe,Grundschule,194049,"Lage, GG Hardissen",4
BR Detmold,Kreis Lippe,Hauptschule,146067,"Detmold, GH Heidenoldendorf",5
BR Detmold,Kreis Lippe,Hauptschule,146547,"Lemgo, GH Heinrich-Drake-Schule",5
BR Detmold,Kreis Lippe,Hauptschule,146584,"Bad Salzuflen, GH Lohfeld",9
BR Detmold,Kreis Lippe,Realschule,162115,"Detmold, RS Heinrich-Drake",4
BR Detmold,Kreis Lippe,Realschule,162127,"Detmold, RS I Hornsche Str.",2
BR Detmold,Kreis Lippe,Realschule,162139,"Lage, RS Freiligrath-Schule",4
BR Detmold,Kreis Lippe,Realschule,162322,"Lemgo, RS Lemgo",3
BR Detmold,Kreis Lippe,Realschule,162334,"Bad Salzuflen,RS Eduard-Hoffmann-Realsch",5
BR Detmold,Kreis Lippe,Realschule,184615,"Bad Salzuflen, RS Aspe",3
BR Detmold,Kreis Lippe,Realschule,192831,"Augustdorf, RS Akazienstr.",2
BR Detmold,Kreis Lippe,Sekundarschule,100108,"Kalletal, SK Jacobischule",2
BR Detmold,Kreis Lippe,Sekundarschule,196850,"Extertal, SK Nordlippe",4
BR Detmold,Kreis Lippe,Sekundarschule,196927,"Oerlinghausen, SK Heinz-Sielmann-Schule",3
BR Detmold,Kreis Lippe,Sekundarschule,197786,"Horn-Bad Meinberg, SK Südholzweg",5
BR Detmold,Kreis Lippe,Sekundarschule,198249,"Lage, SK Friedrichstraße",5
BR Detmold,Kreis Lippe,Sekundarschule,198250,"Lügde, SK Johannes-Gigas-Schule",3
BR Detmold,Kreis Lippe,Sekundarschule,199047,"Blomberg, SK Ulmenallee",3
BR Detmold,Kreis Lippe,Gesamtschule,186375,"Leopoldshöhe, GE Felix-Fechenbach",1
BR Detmold,Kreis Lippe,Gesamtschule,189108,"Detmold, GE Geschwister-Scholl",5
BR Detmold,Kreis Lippe,Gesamtschule,192624,"Lemgo, GE Karla-Raveh",2
BR Detmold,Kreis Lippe,Gesamtschule,195911,"Bad Salzuflen, GE Schulzentrum Aspe",5
BR Detmold,Kreis Lippe,Gymnasium,168658,"Blomberg, Gym Hermann-Vöchting",1
BR Detmold,Kreis Lippe,Gymnasium,168660,"Detmold, Gym Martin-Luther-Str.",2
BR Detmold,Kreis Lippe,Gymnasium,168683,"Detmold, Gym Leopoldinum",2
BR Detmold,Kreis Lippe,Gymnasium,168695,"Detmold, Gym Christian-Dietrich-Grabbe",2
BR Detmold,Kreis Lippe,Gymnasium,168701,"Lage, Gym Gebrüder Humboldt",3
BR Detmold,Kreis Lippe,Gymnasium,168877,"Barntrup, Gym Große Twete",2
BR Detmold,Kreis Lippe,Gymnasium,168889,"Lemgo, Gym Marianne-Weber-Gymnasium",2
BR Detmold,Kreis Lippe,Gymnasium,168890,"Lemgo, Gym Engelbert-Kaempfer",2
BR Detmold,Kreis Lippe,Gymnasium,168907,"Oerlinghausen, Gym Niklas-Luhmann",1
BR Detmold,Kreis Lippe,Gymnasium,168920,"Bad Salzuflen, Gym Rudolph-Brandes",3
BR Detmold,Kreis Lippe,Gymnasium,192600,"Horn-Bad Meinberg, Gym Südholzweg",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126664,"Lübbecke, GG Im Kleinen Feld",7
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126690,"Espelkamp, GG am Auewald",3
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126706,"Espelkamp, GG Mittwaldschule",6
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126720,"Stemwede,GG Dr.Jürgen u. Irmgard Ulderup",3
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126731,"Stemwede, GG Oppenwehe",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126780,"Hüllhorst, EG Oberbauerschaft",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126792,"Hüllhorst, GG Mühlengrundschule",3
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126809,"Stemwede, GG Levern",3
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126810,"Lübbecke, GG Blasheim",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126834,"Preußisch Oldendorf, EG Bad Holzhausen",3
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126846,"Preußisch Oldendorf,GG Preußisch Oldend.",3
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126860,"Rahden, GG Schulstr.",5
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126871,"Rahden,GG(Verb.) Rahdener Land",1
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126883,"Rahden, GG Varl",1
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126895,"Minden, GG Bierpohl",5
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126913,"Minden, GG Hohenstaufen",5
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126937,"Minden, GG Eine-Welt-Schule",6
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126949,"Minden, KG Domschule",6
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126950,"Minden, GG Mosaik-Schule",9
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126962,"Bad Oeynhausen, GG Altstadt",9
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126974,"Bad Oeynhausen, GG (Verb.) Wichern-Lohe",5
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126986,"Porta Westfalica, GG Barkhausen",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,126998,"Minden, GG Am Wiehen",4
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127024,"Hille, GG (Verb.) An der Bergkante",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127048,"Minden, GG Michael-Ende-Schule",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127050,"Hille, GG Schlandorfstr.",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127061,"Hille, GG Nordhemmern",1
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127073,"Porta Westfalica,GG(Verb.)Eisbergen-Velt",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127085,"Porta Westfalica, GG Hausberge",4
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127097,"Porta Westfalica,GG (Verb.)Holzh-Venneb.",1
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127164,"Petershagen,EG(Verb.)Eldagsen-Friedewald",1
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127188,"Minden, GG Kutenhausen",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127206,"Petershagen, GG Koppelweg",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127218,"Bad Oeynhausen, GG (Verb.) Weser/Wiehen",3
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127220,"Bad Oeynhausen, GG Eidinghausen",3
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127243,"Bad Oeynhausen, GG Rehme-Oberbecksen",3
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127267,"Bad Oeynhausen, GG (Verb.) Werste-Wulf.",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127292,"Minden, GG Dankersen-Leteln",3
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127310,"Petershagen, GG(Verb.) Lahde-Frille",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,127346,"Petershagen, GG Hans-Lüken-Schule",2
BR Detmold,Kreis Minden-Lübbecke,Grundschule,151567,"Lübbecke,GG Gehlenbeck-Nettelstedt Verb.",2
